Response_ID,Progress,duration,participant_gender_category,participant_gender_category_other,participant_age,participant_language,participant_language_other,participant_education,participant_gender_scale,participant_political_scale,participant_optimism_scale,participant_location_scale,Device,survey_version,timing_gender,timing_valence,timing_political,timing_location,timing_age,version,participant_sample
R_2WGy6IM7QY4bsEP,100,7193,female,NA,19,Czech,NA,high school,2,-1,1,3,not_mobile,PRIMUS_survey_13,431.666,552.943,673.502,381.265,821.198,cz_words_sociolex,university
R_RfYHq0slyBu2n7P,93,4605,female,NA,22,Czech,NA,university,3,0,-1,1,not_mobile,PRIMUS_survey_13,292.684,444.341,1592.05,1284.846,600.71,cz_words_sociolex,university
R_DS6kq77GcxkdZ7j,100,1987,female,NA,20,Czech,NA,high school,1,-1,1,2,not_mobile,PRIMUS_survey_13,274.694,511.96,304.986,300.419,376.394,cz_words_sociolex,university
R_1MYU31ej9PopLwY,93,1584,female,NA,24,Czech,NA,university,1,-1,1,0,not_mobile,PRIMUS_survey_13,317.649,249.637,251.218,282.106,290.167,cz_words_sociolex,university
R_3rHR6RXzjaGOCl1,100,2225,female,NA,20,Czech,NA,high school,2,-1,-2,3,not_mobile,PRIMUS_survey_13,311.605,591.772,323.538,418.061,361.795,cz_words_sociolex,university
R_3O1hOF03CRxjAuj,100,1952,female,NA,19,Czech,NA,high school,2,-2,1,1,not_mobile,PRIMUS_survey_13,280.711,235.869,317.45,596.372,406.571,cz_words_sociolex,university
R_3fQbU1pRihsbOi9,100,1309,female,NA,23,Czech,NA,high school,3,-1,1,3,not_mobile,PRIMUS_survey_13,179.201,249.3,209.501,198.958,348.001,cz_words_sociolex,university
R_2vf4M8ccOKhVWOT,100,1197,female,NA,20,Czech,NA,high school,2,-2,0,3,not_mobile,PRIMUS_survey_13,237.475,216.911,247.674,248.772,67.22,cz_words_sociolex,university
R_Teobgq48CXkrZkt,100,2891,female,NA,21,Czech,NA,high school,2,0,-1,1,not_mobile,PRIMUS_survey_13,194.214,339.132,204.6,242.04,462.158,cz_words_sociolex,university
R_u4fSppwiYUN1JId,100,69523,female,NA,20,Czech,NA,high school,2,-2,1,1,mobile,PRIMUS_survey_13,662.448,673.379,525.07,533.68,517.948,cz_words_sociolex,university
R_8vuo4GfOF4W8wo1,100,57378,female,NA,21,Czech,NA,high school,3,0,1,1,not_mobile,PRIMUS_survey_13,332.002,471.6,452.39,290.702,668.554,cz_words_sociolex,university
R_2CcYoCD5CnVcLBs,100,2573,female,NA,20,Czech,NA,high school,3,0,2,1,mobile,PRIMUS_survey_13,453.928,408.601,555.612,477.768,505.04,cz_words_sociolex,university
R_5dlpqgUbzXMrqgx,100,1206,male,NA,22,Czech,NA,high school,-1,-2,1,-1,mobile,PRIMUS_survey_13,226.428,243.474,193.743,187.299,265.001,cz_words_sociolex,university
R_1ocGp64AFlHHWJ2,100,1430,female,NA,22,Czech,NA,high school,2,1,1,0,not_mobile,PRIMUS_survey_13,269.474,216.058,201.746,277.896,351.396,cz_words_sociolex,university
R_3fHonW3H1sWBqBF,100,2368,female,NA,19,Czech,NA,high school,3,-1,2,1,mobile,PRIMUS_survey_14,301.772,346.478,542.424,264.559,634.674,cz_words_sociolex,university
R_21oocfT9ollqSI4,100,2424,female,NA,25,Czech,NA,university,2,-2,0,1,not_mobile,PRIMUS_survey_14,276.876,515.936,290.33,350.576,803.356,cz_words_sociolex,university
R_3lXfQkB9iGl1dNB,100,2373,female,NA,28,Czech,NA,high school,3,-1,2,0,not_mobile,PRIMUS_survey_14,388.288,404.059,378.592,372.363,555.889,cz_words_sociolex,university
R_28AJ9CdQGLB1oAT,100,4937,male,NA,19,Czech,NA,high school,-2,-1,2,1,not_mobile,PRIMUS_survey_14,1352.897,312.238,315.871,347.242,519.592,cz_words_sociolex,university
R_2XmqkLc7917XfSi,100,2882,male,NA,21,Czech,NA,high school,-2,0,1,2,not_mobile,PRIMUS_survey_14,441.084,533.12,331.246,666.343,701.591,cz_words_sociolex,university
R_2wnkTIjq6yfvW6U,100,1872,female,NA,20,Czech,NA,high school,1,-2,-1,-1,not_mobile,PRIMUS_survey_14,218.174,336.05,304.064,251.409,396.141,cz_words_sociolex,university
R_udLxVJ5AuWgYac1,100,2362,male,NA,21,Czech,NA,high school,-3,-1,0,-1,not_mobile,PRIMUS_survey_14,302.448,409.534,415.303,352.277,629.204,cz_words_sociolex,university
R_6KZvaGIwRkWu9od,100,1030,male,NA,23,Czech,NA,high school,-2,-2,2,1,not_mobile,PRIMUS_survey_14,146.832,237.533,154.946,171.762,156.92,cz_words_sociolex,university
R_2DOZW3i98pe9551,100,2249,female,NA,21,Czech,NA,high school,2,1,0,0,mobile,PRIMUS_survey_14,300.831,277.676,321.259,565.227,537.74,cz_words_sociolex,university
R_3NWj30aKAdTklzs,100,1783,female,NA,22,Czech,NA,high school,2,-2,2,2,not_mobile,PRIMUS_survey_14,651.078,393.128,186.739,202.528,227.76,cz_words_sociolex,university
R_3iXyTdH049cMWG7,100,3471,male,NA,20,Czech,NA,high school,-3,-2,2,0,not_mobile,PRIMUS_survey_14,267.228,269.32,462.601,2052.608,161.073,cz_words_sociolex,university
R_2qDYYl7o0jCnvya,100,2966,female,NA,20,Czech,NA,high school,1,-1,-2,-2,not_mobile,PRIMUS_survey_14,317.906,492.896,698.429,480.229,533.888,cz_words_sociolex,university
R_11arjjykYLGQdQ5,100,6883,female,NA,24,Czech,NA,university,2,-1,0,2,mobile,PRIMUS_survey_14,910.039,699.796,766.769,956.014,1545.577,cz_words_sociolex,university
R_2QXuGqicuFH2U3t,100,3003,female,NA,21,Czech,NA,high school,2,1,1,1,mobile,PRIMUS_survey_14,325.053,456.886,591.737,425.043,892.522,cz_words_sociolex,university
R_3ElGkjqpgduNuyC,100,2315,female,NA,19,Czech,NA,high school,2,-2,-1,3,not_mobile,PRIMUS_survey_14,321.643,308.195,371.017,661.516,446.252,cz_words_sociolex,university
R_SAyH8POXGb3dJXb,100,2387,female,NA,20,Czech,NA,high school,2,0,-1,0,not_mobile,PRIMUS_survey_14,312.689,361.84,501.223,278.326,400.687,cz_words_sociolex,university
R_3MJZysXJTgw6wVD,100,3270,male,NA,21,Czech,NA,high school,-2,-1,-1,-2,not_mobile,PRIMUS_survey_14,504.387,413.398,806.651,384.958,413.613,cz_words_sociolex,university
R_1gqN1GqryB2DQcP,100,2823,female,NA,18,Czech,NA,high school,0,-2,1,2,not_mobile,PRIMUS_survey_14,245.786,273.321,261.764,231.445,1657.418,cz_words_sociolex,university
R_3FQKlsgqhXU2FN6,100,3904,female,NA,21,Czech,NA,high school,1,0,-3,1,not_mobile,PRIMUS_survey_14,346.123,399.999,488.802,391.447,768.901,cz_words_sociolex,university
R_2w4AWV4qs550gdS,100,9066,male,NA,19,Czech,NA,high school,-2,1,1,0,mobile,PRIMUS_survey_14,635.727,602.406,457.322,529.923,1122.484,cz_words_sociolex,university
R_a3113xgiafXFVDj,100,1734,female,NA,25,Czech,NA,university,1,-1,-1,0,not_mobile,PRIMUS_survey_14,178.391,223.393,232.886,210.645,376.989,cz_words_sociolex,university
R_A0QcrZhhJTOj9Zv,100,2960,female,NA,22,Czech,NA,high school,3,0,3,2,not_mobile,PRIMUS_survey_14,313.682,270.272,1295.204,448.773,398.512,cz_words_sociolex,university
R_2wKtTHQZt97hh6Z,93,1716,female,NA,21,Czech,NA,high school,2,-1,0,-2,not_mobile,PRIMUS_survey_14,226.549,324.085,261.326,351.232,234.867,cz_words_sociolex,university
R_a94MwtDRcCNLhV7,100,2628,female,NA,19,Czech,NA,high school,2,0,-2,1,not_mobile,PRIMUS_survey_14,584.98,363.441,369.372,371.577,549.43,cz_words_sociolex,university
R_2Y38lGtym2u4EEJ,100,3002,female,NA,20,Czech,NA,high school,3,-1,1,-2,not_mobile,PRIMUS_survey_14,280.392,421.766,940.694,339.801,684.857,cz_words_sociolex,university
R_1jHCOkjBycY02nf,100,2464,female,NA,21,Czech,NA,high school,2,2,1,2,not_mobile,PRIMUS_survey_14,415.483,315.47,369.048,488.723,625.099,cz_words_sociolex,university
R_1LIpBrij20agL90,100,2278,female,NA,21,Czech,NA,high school,2,-1,2,1,mobile,PRIMUS_survey_14,345.801,448.07,310.814,446.385,613.128,cz_words_sociolex,university
R_3O7c2hcdWxWjdvp,100,12600,female,NA,23,Czech,NA,university,1,0,2,-3,not_mobile,PRIMUS_survey_14,636.731,309.982,517.429,371.885,334.743,cz_words_sociolex,university
R_2ToBQjb9cHSOBwo,100,1596,female,NA,24,Czech,NA,high school,2,-1,2,2,not_mobile,PRIMUS_survey_14,222.775,193.66,272.787,315.241,365.568,cz_words_sociolex,university
R_1PZYkFgse5KRZGo,100,2155,female,NA,21,Czech,NA,high school,2,0,2,-1,not_mobile,PRIMUS_survey_15,342.391,387.922,383.518,321.814,447.849,cz_words_sociolex,university
R_3pnIDqw7Tw4mv5V,100,3980,male,NA,21,Czech,NA,high school,-2,-1,1,2,not_mobile,PRIMUS_survey_15,233.112,275.748,352.569,235.783,516.144,cz_words_sociolex,university
R_1NsoO6ataOUuQwK,100,12053,female,NA,24,Czech,NA,high school,0,-3,3,3,mobile,PRIMUS_survey_15,372.22,381.003,553.382,380.079,218.096,cz_words_sociolex,university
R_VL9py5FTeAG221r,100,6964,female,NA,21,Czech,NA,high school,-1,-3,2,2,not_mobile,PRIMUS_survey_15,1092.169,1639.909,992.11,1582.069,888.019,cz_words_sociolex,university
R_2Clwtfkz2Hymj5x,100,2790,female,NA,20,Czech,NA,high school,0,-3,2,0,not_mobile,PRIMUS_survey_15,306.593,309.949,835.323,277.92,852.296,cz_words_sociolex,university
R_eEzGmKQSK3NVNCh,100,340613,female,NA,25,Czech,NA,university,2,-1,1,2,not_mobile,PRIMUS_survey_15,611.248,412.952,461.593,804.468,1123.902,cz_words_sociolex,university
R_3CsbAxD5z6iMVuF,100,1892,female,NA,21,Czech,NA,high school,3,-1,2,-2,not_mobile,PRIMUS_survey_15,254.874,291.402,278.508,364.15,617.288,cz_words_sociolex,university
R_1ex9cx4trJTh7e2,100,1384,female,NA,25,Czech,NA,university,2,0,0,0,not_mobile,PRIMUS_survey_15,178.172,239.687,99.868,292.953,233.673,cz_words_sociolex,university
R_XNQYUtV6X1CclPz,100,2908,female,NA,20,Czech,NA,high school,2,-1,-1,2,not_mobile,PRIMUS_survey_15,370.66,722.513,315.251,618.542,760.723,cz_words_sociolex,university
R_2uvWoi3xI6AVSOw,100,2348,female,NA,22,Czech,NA,high school,3,0,0,-2,mobile,PRIMUS_survey_15,309.343,328.978,264.266,409.825,420.056,cz_words_sociolex,university
R_pT8LP3ugmGok6C5,100,1896,female,NA,22,Czech,NA,high school,3,0,2,-1,not_mobile,PRIMUS_survey_15,273.128,294.39,232.307,174.8,504.781,cz_words_sociolex,university
R_1OHuKiSS7Y0o5rB,100,3916,female,NA,25,Czech,NA,university,1,-1,2,-1,not_mobile,PRIMUS_survey_15,709.068,572.502,989.931,589.159,762.479,cz_words_sociolex,university
R_DjlIFbDHlB3eLjX,100,2109,male,NA,19,Czech,NA,high school,-2,-2,-1,-2,not_mobile,PRIMUS_survey_15,278.169,358.073,318.559,325.251,568.295,cz_words_sociolex,university
R_2wGNKJZQ7uGee58,100,7053,female,NA,19,Czech,NA,high school,2,-1,-1,1,not_mobile,PRIMUS_survey_15,1312.383,3584.654,987.622,543.013,309.358,cz_words_sociolex,university
R_12xtYrBCkQlz0RF,100,1748,female,NA,21,Czech,NA,high school,2,-1,-2,-2,mobile,PRIMUS_survey_15,307.226,258.397,213.578,408.72,265.735,cz_words_sociolex,university
R_32UVn7foUoGOJZk,100,1588,female,NA,20,Czech,NA,high school,3,-1,1,-1,not_mobile,PRIMUS_survey_15,211.364,249.436,354.352,264.548,320.053,cz_words_sociolex,university
R_s5Anbrqk6Q2iuL7,100,6433,female,NA,24,Czech,NA,high school,2,0,-1,-1,mobile,PRIMUS_survey_15,541.283,401.197,956.962,685.226,601.807,cz_words_sociolex,university
R_1d6KKGZKC19MfEx,100,3636,female,NA,22,Czech,NA,high school,2,-1,0,2,not_mobile,PRIMUS_survey_15,533.107,468.769,542.815,673.029,742.91,cz_words_sociolex,university
R_3QJjrTrOItQq9ys,100,19920,male,NA,21,Czech,NA,high school,-2,1,2,-1,not_mobile,PRIMUS_survey_15,545.078,306.361,335.501,396.124,469.404,cz_words_sociolex,university
R_3nx5dIRFvLW4dWI,100,2076,female,NA,20,Czech,NA,high school,2,-2,-1,2,not_mobile,PRIMUS_survey_15,754.149,229.492,304.356,423.69,193.1,cz_words_sociolex,university
R_21HrQ4NnoC0dgx8,100,3574,female,NA,22,Czech,NA,high school,3,-2,-1,2,mobile,PRIMUS_survey_15,399.129,481.49,429.898,459.515,617.268,cz_words_sociolex,university
R_3EDRAr6vfyQM3QG,100,1865,female,NA,20,Czech,NA,high school,3,-1,2,1,not_mobile,PRIMUS_survey_15,217.923,316.518,255.695,221.977,380.457,cz_words_sociolex,university
R_1JQHc7DCiSyd7UE,100,3352,female,NA,19,Czech,NA,high school,2,-1,1,1,not_mobile,PRIMUS_survey_15,209.031,207.384,324.759,226.23,565.825,cz_words_sociolex,university
R_2QWYXB5sB2NN54Q,93,1498,female,NA,22,Czech,NA,high school,2,0,2,1,not_mobile,PRIMUS_survey_15,188.917,177.896,374.23,245.213,259.153,cz_words_sociolex,university
R_272leePBXLejm8X,100,2810,female,NA,24,Czech,NA,high school,2,-1,2,-2,not_mobile,PRIMUS_survey_15,406.981,578.815,484.671,382.995,579.268,cz_words_sociolex,university
R_1r0ptOus31LwP48,100,1693,female,NA,19,Czech,NA,high school,3,0,-1,-2,not_mobile,PRIMUS_survey_15,259.175,292.341,391.002,292.628,349.528,cz_words_sociolex,university
R_W6hs8HWH15MVSdr,100,2009,female,NA,22,Czech,NA,high school,2,-1,-2,1,not_mobile,PRIMUS_survey_15,319.078,318.932,394.001,319.727,497.809,cz_words_sociolex,university
R_1Dpv4JRXBudDG5V,100,7954,female,NA,19,Czech,NA,high school,1,-2,1,0,not_mobile,PRIMUS_survey_15,330.356,335.878,340.928,345.159,1188.473,cz_words_sociolex,university
R_PwvyE1cXEfAQsIp,100,2698,female,NA,22,Czech,NA,high school,3,1,1,0,not_mobile,PRIMUS_survey_15,433.643,489.675,265.408,570.801,306.308,cz_words_sociolex,university
R_3RbS1hOwBgSRLYR,93,1991,female,NA,20,Czech,NA,high school,1,0,1,-2,not_mobile,PRIMUS_survey_15,233.312,374.519,299.668,271.261,515.481,cz_words_sociolex,university
R_12ydYkl6J0HsuWY,100,5207,female,NA,22,Czech,NA,high school,2,0,2,1,not_mobile,PRIMUS_survey_15,657.266,1497.441,756.277,1027.359,655.56,cz_words_sociolex,university
R_1GTBfAwcyFuap6o,100,9462,female,NA,23,Czech,NA,university,0,-3,1,0,not_mobile,PRIMUS_survey_15,6689.471,355.855,789.466,385.315,406.384,cz_words_sociolex,university
R_1C9MAy7juZoAyqi,100,696846,female,NA,20,Czech,NA,high school,1,-1,-1,1,not_mobile,PRIMUS_survey_15,264.575,302.183,355.88,253.776,1068.893,cz_words_sociolex,university
R_31S4AuMX1ZedKM9,100,1261,female,NA,20,Czech,NA,high school,1,0,-2,0,not_mobile,PRIMUS_survey_15,177.296,196.966,286.343,242.368,233.652,cz_words_sociolex,university
R_22luqyaD7YOdaZE,100,2557,female,NA,20,Czech,NA,high school,3,-1,2,-1,mobile,PRIMUS_survey_15,334.406,418.032,411.922,469.252,569.511,cz_words_sociolex,university
R_1Ca7oZwUnYUvhOA,100,1699,female,NA,19,Czech,NA,high school,3,0,1,1,not_mobile,PRIMUS_survey_15,296.629,277.187,451.915,221.978,249.415,cz_words_sociolex,university
R_1n9rslMCn2sKKAA,100,1278,male,NA,20,Czech,NA,high school,-1,-2,1,1,not_mobile,PRIMUS_survey_15,203.985,188.6,199.142,268,292.897,cz_words_sociolex,university
R_2ysDHbsEAyPajHU,100,190743,female,NA,22,Czech,NA,high school,1,0,2,-1,mobile,PRIMUS_survey_15,331.562,314.475,317.166,1084.54,2464.809,cz_words_sociolex,university
R_6xjrdPzh91PQbJL,100,2631,female,NA,21,Czech,NA,high school,3,-2,3,1,not_mobile,PRIMUS_survey_15,528.346,462.39,402.884,414.973,523.185,cz_words_sociolex,university
R_1oBZz1DF4bRxvJT,100,37825,female,NA,23,Czech,NA,university,2,-1,1,1,not_mobile,PRIMUS_survey_15,208.425,1861.927,3626.387,314.012,1285.861,cz_words_sociolex,university
R_2rO4e5knU37V23J,100,1172,female,NA,24,Czech,NA,university,0,-1,-1,1,not_mobile,PRIMUS_survey_15,221.639,286.176,225.834,160.969,189.081,cz_words_sociolex,university
R_1DCkk3V4byogZo4,100,5994,female,NA,22,Czech,NA,high school,2,0,1,-1,not_mobile,PRIMUS_survey_15,1579.351,891.129,1106.896,573.951,687.296,cz_words_sociolex,university
R_pcqOwjrTu6BePex,100,3344,female,NA,26,Czech,NA,university,1,-1,2,-1,not_mobile,PRIMUS_survey_15,354.741,1044.254,500.847,597.478,598.559,cz_words_sociolex,university
R_1djnlhAdhQcePDv,100,1469,female,NA,21,Czech,NA,high school,0,-2,-1,0,not_mobile,PRIMUS_survey_15,256.517,215.705,242.993,217.208,280.25,cz_words_sociolex,university
R_3EYfA7Q1sxY8bTI,100,2721,female,NA,21,Czech,NA,high school,3,-1,1,-1,not_mobile,PRIMUS_survey_15,1042.069,394.096,188.144,274.193,483.943,cz_words_sociolex,university
R_2TQMurWmyef3mI2,100,2356,female,NA,22,Czech,NA,high school,3,-2,2,-1,mobile,PRIMUS_survey_16,397.965,344.97,326.303,450.185,620.543,cz_words_sociolex,university
R_0Uj5zhKKCDvWxG1,100,2973,female,NA,21,Czech,NA,high school,2,-2,2,1,not_mobile,PRIMUS_survey_16,242.204,265.609,535.063,919.139,677.212,cz_words_sociolex,university
R_2R4BOpOKjD5DA8G,100,1353,female,NA,21,Czech,NA,high school,2,-1,-1,1,not_mobile,PRIMUS_survey_16,150.255,166.032,197.717,543.086,94.351,cz_words_sociolex,university
R_21zIMGO4epvN3b3,100,3638,female,NA,21,Czech,NA,high school,3,-1,0,1,not_mobile,PRIMUS_survey_16,801.123,337.455,214.453,255.484,358.381,cz_words_sociolex,university
R_3j3a3InNdjzTtEX,100,2663,male,NA,23,Czech,NA,university,-2,-1,1,-1,not_mobile,PRIMUS_survey_16,391.418,662.538,476.794,287.338,707.414,cz_words_sociolex,university
R_2uqfIkKjHpnBYrr,100,3498,female,NA,21,Czech,NA,high school,1,-2,1,0,not_mobile,PRIMUS_survey_16,257.002,505.701,482.048,297.907,901.758,cz_words_sociolex,university
R_0O0Q9MGil7BGuHL,100,1801,male,NA,21,Czech,NA,high school,-1,-1,1,0,not_mobile,PRIMUS_survey_16,282.963,279.286,329.4,275.589,555.896,cz_words_sociolex,university
R_1KcM6YP48tGrFMh,100,1654,female,NA,20,Czech,NA,high school,2,0,-1,3,mobile,PRIMUS_survey_16,336.885,274.309,273.533,251.331,280.28,cz_words_sociolex,university
R_2S6Rfz6b1gbzttv,100,2646,female,NA,27,Czech,NA,university,0,-2,1,-1,not_mobile,PRIMUS_survey_16,375.009,538.716,423.703,454.536,553.208,cz_words_sociolex,university
R_3sangNHdngRKQDj,100,3844,male,NA,20,Czech,NA,high school,-2,-2,1,0,mobile,PRIMUS_survey_16,299.559,313.203,681.982,416.77,150.074,cz_words_sociolex,university
R_2zNsUVidR9KES8H,100,4441,male,NA,23,Czech,NA,university,-2,-2,1,2,not_mobile,PRIMUS_survey_16,446.501,213.03,219.26,289.174,433.066,cz_words_sociolex,university
R_7WL4iYddgUxlpBL,100,2206,female,NA,25,Czech,NA,university,3,-2,2,0,not_mobile,PRIMUS_survey_16,353.341,354.32,306.274,381.876,351.589,cz_words_sociolex,university
R_1go8hA0enUXD0yq,100,3106,male,NA,27,Czech,NA,university,-2,2,2,1,not_mobile,PRIMUS_survey_16,364.983,459.305,441.501,578.861,613.478,cz_words_sociolex,university
R_2CDsTMgtU8Yr0wY,100,7690,male,NA,28,Czech,NA,high school,-3,1,-2,2,not_mobile,PRIMUS_survey_16,764.86,342.429,792.229,331.321,499.323,cz_words_sociolex,university
R_a462dGfh5cwDYLn,100,27690,female,NA,21,Czech,NA,high school,2,-2,-1,1,mobile,PRIMUS_survey_16,384.827,354.891,501.962,320.926,632.112,cz_words_sociolex,university
R_3qz0zCKTI4jjIln,100,15203,female,NA,20,Czech,NA,high school,1,-2,2,-1,mobile,PRIMUS_survey_16,1752.153,4857.346,2723.731,1635.684,698.864,cz_words_sociolex,university
R_3qygIDpq5WXGGhC,100,5315,female,NA,20,Czech,NA,high school,1,0,-1,1,not_mobile,PRIMUS_survey_16,888.73,1399.148,699.962,1277.008,251.203,cz_words_sociolex,university
R_YXLy8PnqwEZ3pCx,100,2018,female,NA,23,Czech,NA,high school,2,1,0,-1,not_mobile,PRIMUS_survey_16,291.607,347.632,388.856,326.207,314.832,cz_words_sociolex,university
R_ZKniecgVGk7HLtn,100,1869,female,NA,20,Czech,NA,high school,1,-1,1,-1,not_mobile,PRIMUS_survey_16,529.803,262.365,265.174,295.977,249.109,cz_words_sociolex,university
R_2xE1USFueeWXzjG,93,5007,female,NA,22,Czech,NA,high school,3,-1,0,0,not_mobile,PRIMUS_survey_16,590.996,535.132,1341.748,486.11,1094.302,cz_words_sociolex,university
R_Zs0j8Lg0RnIC1Db,93,3075,female,NA,19,Czech,NA,high school,3,-1,1,-1,not_mobile,PRIMUS_survey_16,263.721,253.521,1363.598,281.062,648.792,cz_words_sociolex,university
R_ebxbgTZBbePBlHH,100,2686,female,NA,20,Czech,NA,high school,2,-1,-2,0,not_mobile,PRIMUS_survey_16,378.753,399.582,453.395,342.974,382.218,cz_words_sociolex,university
R_1jOP7VaUrE82NP6,100,1730,female,NA,22,Czech,NA,university,2,-1,2,0,not_mobile,PRIMUS_survey_16,239.393,242.965,175.662,335.779,443.102,cz_words_sociolex,university
R_3nARejnXCzKtyxS,100,3184,female,NA,22,Czech,NA,university,2,0,-1,2,not_mobile,PRIMUS_survey_16,431.486,539.585,378.48,552.543,746.016,cz_words_sociolex,university
R_02Ln1vlBnxabxmN,100,5118,female,NA,25,Czech,NA,university,1,-1,-1,2,not_mobile,PRIMUS_survey_16,249.867,222.931,268.052,302.029,373.946,cz_words_sociolex,university
R_3QVOU9y3yVfqEp9,100,5342,female,NA,20,Czech,NA,high school,0,-2,2,0,mobile,PRIMUS_survey_16,429.022,1214.685,1107.024,471.207,418.959,cz_words_sociolex,university
R_3sBr6UFx0kUUcuo,100,3661,female,NA,23,Czech,NA,high school,3,-2,-1,1,not_mobile,PRIMUS_survey_16,520.635,270.823,368.627,566.149,589.426,cz_words_sociolex,university
R_1q7Fy6biJuKyjHk,100,2332,female,NA,21,Czech,NA,high school,3,0,-1,1,mobile,PRIMUS_survey_16,516.499,461.855,795.147,232.111,177.67,cz_words_sociolex,university
R_1NfwGf8tgToUvms,100,1827,female,NA,21,Czech,NA,high school,1,-2,0,-1,mobile,PRIMUS_survey_16,483.576,246.607,333.61,250.751,304.604,cz_words_sociolex,university
R_2YmhyJwX6eT7qCi,100,2694,female,NA,26,Czech,NA,university,1,-1,1,-2,not_mobile,PRIMUS_survey_17,533.342,353.784,402.463,313.199,763.845,cz_words_sociolex,university
R_123wcBcZTtfiTjA,100,7133,female,NA,21,Czech,NA,high school,1,-1,3,2,not_mobile,PRIMUS_survey_17,1530.86,583.568,1467.717,1213.872,601.975,cz_words_sociolex,university
R_2UVoGBq5ONadmuV,100,1955,female,NA,22,Czech,NA,high school,3,0,0,-1,not_mobile,PRIMUS_survey_17,270.816,192.257,262.908,278.801,717.752,cz_words_sociolex,university
R_3ef24MmKFCAZcPE,100,40752,female,NA,24,Czech,NA,university,2,-3,0,2,not_mobile,PRIMUS_survey_17,304.701,272.144,384.791,285.716,490.184,cz_words_sociolex,university
R_12FOnN1PkdSz3P4,100,2101,female,NA,24,Czech,NA,university,3,0,2,0,not_mobile,PRIMUS_survey_17,384.309,271.214,195.056,316.895,752.433,cz_words_sociolex,university
R_TiURXJQhfsXFnkl,100,1566,female,NA,20,Czech,NA,high school,2,-1,1,1,not_mobile,PRIMUS_survey_17,241.277,274.553,359.054,232.603,355.997,cz_words_sociolex,university
R_3BFt3tv8IPqGSI1,100,1305,female,NA,24,Czech,NA,university,3,-2,-1,2,not_mobile,PRIMUS_survey_17,188.02,184.639,166.686,209.127,436.026,cz_words_sociolex,university
R_OjRqxB1X0zHXDfX,100,4420,female,NA,25,Czech,NA,university,2,-1,1,3,not_mobile,PRIMUS_survey_17,887.688,374.631,238.709,509.756,496.26,cz_words_sociolex,university
R_2BhuIc0Q83h8ywg,100,2285,female,NA,21,Czech,NA,high school,3,-1,2,1,not_mobile,PRIMUS_survey_17,284.062,685.361,351.556,313.319,461.178,cz_words_sociolex,university
R_3m7uvKl8WBwTVcT,100,7596,female,NA,22,Czech,NA,university,3,-2,3,1,mobile,PRIMUS_survey_17,578.01,1209.546,1312.079,557.714,753.481,cz_words_sociolex,university
R_3q9X7DLflntRqIY,100,2378,male,NA,22,Czech,NA,university,-2,0,2,1,mobile,PRIMUS_survey_17,378.514,269.489,480.616,508.339,483.242,cz_words_sociolex,university
R_3lPLO9Cwu8PJET1,100,3168,female,NA,22,Czech,NA,university,2,-1,0,1,not_mobile,PRIMUS_survey_17,337.364,1071.622,368.927,301.957,845.894,cz_words_sociolex,university
R_3D6EhTIelPm8CkS,100,7314,female,NA,21,Czech,NA,high school,2,0,0,1,not_mobile,PRIMUS_survey_17,666.519,1433.451,761.87,1322.918,946.016,cz_words_sociolex,university
R_2wSx6l6PlBzFJaj,100,1839,female,NA,21,Czech,NA,high school,2,-3,-2,1,mobile,PRIMUS_survey_17,265.3,301.114,267.271,267.53,529.666,cz_words_sociolex,university
R_bIolDc5cLHv7AfD,100,25803,male,NA,26,Czech,NA,high school,-2,1,1,3,mobile,PRIMUS_survey_17,845.743,955.381,646.464,603.874,158.304,cz_words_sociolex,university
R_02qTchGjb4215mN,100,2988,female,NA,19,Czech,NA,high school,2,0,1,2,not_mobile,PRIMUS_survey_17,470.75,469.786,577.963,628.155,679.601,cz_words_sociolex,university
R_3lFabbpBngqlMuV,100,2673,female,NA,20,Czech,NA,high school,2,-1,1,0,not_mobile,PRIMUS_survey_17,344.46,370.11,466.079,384.174,794.266,cz_words_sociolex,university
R_3hmCX0k7n5MsJqw,100,13122,female,NA,23,Czech,NA,university,3,-1,-1,-2,not_mobile,PRIMUS_survey_17,713.813,1109.213,732.691,563.537,1562.094,cz_words_sociolex,university
R_2xWNkiANUMWOt1a,100,1603,female,NA,20,Czech,NA,high school,2,0,-1,1,not_mobile,PRIMUS_survey_17,277.138,300.38,187.564,244.034,341.581,cz_words_sociolex,university
R_2XokFpezlN6Lo20,100,2548,female,NA,21,Czech,NA,high school,2,0,2,-1,not_mobile,PRIMUS_survey_17,383.931,378.379,310.955,452.761,525.651,cz_words_sociolex,university
R_ANEwyjg12L09Hgd,100,1586,female,NA,21,Czech,NA,high school,2,-1,1,2,not_mobile,PRIMUS_survey_17,240.221,284.141,268.324,279.174,331.535,cz_words_sociolex,university
R_2qDbkuHKsndfHXf,100,3781,female,NA,20,Czech,NA,high school,2,-2,2,0,not_mobile,PRIMUS_survey_17,203.653,235.032,237.312,231.952,384.95,cz_words_sociolex,university
R_2YrgouFfOyvo0Ra,100,1623,female,NA,28,Czech,NA,university,1,0,0,-1,not_mobile,PRIMUS_survey_17,194.2,252.563,296.051,224.508,361.238,cz_words_sociolex,university
R_1mgFPDp7xiFexj1,100,1528,female,NA,25,Czech,NA,university,1,0,2,-1,mobile,PRIMUS_survey_17,287.031,267.606,378.024,396.609,77.12,cz_words_sociolex,university
